"FACID"|"FACNAME"|"FAC_TYPE_CODE"|"FAC_FDR"|"SERVICE_TYPE_CODE"|"SERVICE_TYPE_NAME"|"SERVICE_OTHER_NAME"|"IS_OFFSITE_SERVICE"|"OFFSITE_NAME"|"OFFSITE_ADDRESS1"|"OFFSITE_CITY"|"OFFSITE_STATE"|"OFFSITE_ZIP"|"COUNTY_NAME"|"START_DATE"|"LONGITUDE"|"LATITUDE"|"LOCATION"
"140000014"|"UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"SLEEP STUDY LAB"|"1"||"2401 SHADELANDS DRIVE, SUITE 180B"|"WALNUT CREEK"|"CA"|"94598"|"ALAMEDA"|10/22/2013|-122.026471|37.92499|"(-122.026471,37.92499)"
"140000014"|"UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"HEARING AND SPEECH CENTER"|"1"||"2401 SHADELANDS DRIVE, SUITE 120"|"WALNUT CREEK"|"CA"|"94598"|"ALAMEDA"|10/22/2013|-122.026471|37.92499|"(-122.026471,37.92499)"
"140000014"|"UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"TEEN CLINIC"|"1"||"5400 TELEGRAPH AVENUE"|"OAKLAND"|"CA"||"ALAMEDA"|11/19/2012|-122.261601|37.8392199999999|"(-122.261601,37.83922)"
"140000014"|"UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"ASC/GENERAL MEDICINE"|"1"||"744 52ND STREET"|"OAKLAND"|"CA"|"94609"|"ALAMEDA"|04/29/2013|-122.267581|37.8377699999999|"(-122.267581,37.83777)"
"140000014"|"UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"SPORTS MEDICINE"|"1"|"CENTER FOR YOUNG ATHLETES"|"2401 SHADELANDS DRIVE, SUITE 110"|"WALNUT CREEK"|"CA"|"94598"|"ALAMEDA"|10/22/2013|-122.026471|37.92499|"(-122.026471,37.92499)"
"140000014"|"UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"SURGERY AND IMAGING"|"1"|"OUTPATIENT SURGERY AND IMAGING CENTER"|"2401 SHADELANDS DRIVE"|"WALNUT CREEK"|"CA"|"94598"|"ALAMEDA"|01/01/2009|-122.026471|37.92499|"(-122.026471,37.92499)"
"140000014"|"UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"GENERAL MEDICINE"|"1"|"CHAPPELL HAYES HEALTH CENTER"|"2607 MYRTLE STREET"|"OAKLAND"|"CA"|"94607"|"ALAMEDA"|12/05/2005|-122.278586|37.817897|"(-122.278586,37.817897)"
"140000014"|"UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"SCHOOL BASED CLINIC"|"1"|"YOUTH UPRISING/CASTLEMONT HEALTH CENTER"|"8711 MACARTHUR BOULEVARD"|"OAKLAND"|"CA"|"94605"|"ALAMEDA"|12/05/2005|-122.162173999999|37.7577679999999|"(-122.162174,37.757768)"
"140000014"|"UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"GENERAL MEDICINE"|"1"||"5714 MARTIN LUTHER KING PLAZA"|"OAKLAND"|"CA"|"94609"|"ALAMEDA"|02/24/2005|-122.270039|37.8422589999999|"(-122.270039,37.842259)"
"140000014"|"UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"GENERAL MEDICINE"|"1"||"1181 CENTRAL BOULEVARD, SUITE B"|"BRENTWOOD"|"CA"|"94513"|"ALAMEDA"|02/24/2005|-121.700250999999|37.9379599999999|"(-121.700251,37.93796)"
"140000014"|"UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"PSYCHIATRIC"|"1"||"770 53RD STREET"|"OAKLAND"|"CA"|"94609"|"ALAMEDA"|02/24/2005|-122.268941|37.8384199999999|"(-122.268941,37.83842)"
"140000014"|"UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"OUTPATIENT INFUSION CENTER"|"1"||"744 52ND STREET"|"OAKLAND"|"CA"|"94609"|"ALAMEDA"|04/29/2013|-122.267581|37.8377699999999|"(-122.267581,37.83777)"
"140000014"|"UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"PRIMARY CARE"|"1"|"TEEN CLINIC"|"5275 CLAREMONT AVENUE"|"OAKLAND"|"CA"|"94609"|"ALAMEDA"|02/24/2005|-122.260559|37.839365|"(-122.260559,37.839365)"
"140000014"|"UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"PRIMARY CARE"|"1"|"PETRIS AMBULATORY CENTER"|"5220 CLAREMONT AVENUE"|"OAKLAND"|"CA"|"94609"|"ALAMEDA"|02/24/2005|-122.261222|37.8386459999999|"(-122.261222,37.838646)"
"140000014"|"UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"025"|"SPEECH PATHOLOGY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"140000014"|"UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"024"|"SOCIAL SERVICES"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"140000014"|"UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"023"|"RESPIRATORY CARE SERVICES"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"140000014"|"UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"019"|"PODIATRY SERVICE"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"140000014"|"UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"018"|"PHYSICAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"140000014"|"UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"140000014"|"UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"005"|"CARDIOVASCULAR SURGERY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"140000014"|"UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"002"|"BASIC EMERGENCY MEDICAL"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"140000016"|"SUTTER DELTA MEDICAL CENTER"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"237"|"ELECTIVE PERCUTANEOUS CORONARY INTERVENTION"||"0"||||||"CONTRA COSTA"|07/27/2017|||"                          ."
"140000016"|"SUTTER DELTA MEDICAL CENTER"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"PT/OT/SPEECH"|"1"|"3901 LONE TREE WAY"||"ANTIOCH"|"CA"|"94509"|"CONTRA COSTA"|04/15/2013|-121.802711|37.98266|"(-121.802711,37.98266)"
"140000016"|"SUTTER DELTA MEDICAL CENTER"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"PT/OT/SPEECH"|"1"||"3903 LONE TREE WAY"|"ANTIOCH"|"CA"|"94509"|"CONTRA COSTA"|04/15/2013|-121.805491|37.982137|"(-121.805491,37.982137)"
"140000016"|"SUTTER DELTA MEDICAL CENTER"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"LITHOTRIPSY"|"1"||"3901 LONE TREE WAY"|"ANTIOCH"|"CA"|"94509"|"CONTRA COSTA"|03/23/2011|-121.802711|37.98266|"(-121.802711,37.98266)"
"140000016"|"SUTTER DELTA MEDICAL CENTER"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"INFUSION THERAPY"|"1"||"3901 LONE TREE WAY"|"ANTIOCH"|"CA"|"94509"|"CONTRA COSTA"|03/23/2011|-121.802711|37.98266|"(-121.802711,37.98266)"
"140000016"|"SUTTER DELTA MEDICAL CENTER"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"GI LAB"|"1"||"3901 LONE TREE WAY"|"ANTIOCH"|"CA"|"94509"|"CONTRA COSTA"|03/23/2011|-121.802711|37.98266|"(-121.802711,37.98266)"
"140000016"|"SUTTER DELTA MEDICAL CENTER"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"AMBULATORY SURGERY"|"1"||"3901 LONE TREE WAY"|"ANTIOCH"|"CA"|"94509"|"CONTRA COSTA"|03/23/2011|-121.802711|37.98266|"(-121.802711,37.98266)"
"140000016"|"SUTTER DELTA MEDICAL CENTER"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"004"|"CARDIAC CATHETERIZATION LABORATORY SERVICES"||"0"||||||"CONTRA COSTA"|05/06/2008|||"                          ."
"140000016"|"SUTTER DELTA MEDICAL CENTER"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"WOUND CARE CENTER"|"1"||"3903 LONE TREE WAY"|"ANTIOCH"|"CA"|"94509"|"CONTRA COSTA"|02/24/2005|-121.805491|37.982137|"(-121.805491,37.982137)"
"140000016"|"SUTTER DELTA MEDICAL CENTER"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"025"|"SPEECH PATHOLOGY"||"0"||||||"CONTRA COSTA"|02/24/2005|||"                          ."
"140000016"|"SUTTER DELTA MEDICAL CENTER"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"CONTRA COSTA"|02/24/2005|||"                          ."
"140000016"|"SUTTER DELTA MEDICAL CENTER"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"013"|"NUCLEAR MEDICINE"||"0"||||||"CONTRA COSTA"|02/24/2005|||"                          ."
"140000016"|"SUTTER DELTA MEDICAL CENTER"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"023"|"RESPIRATORY CARE SERVICES"||"0"||||||"CONTRA COSTA"|02/24/2005|||"                          ."
"140000016"|"SUTTER DELTA MEDICAL CENTER"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"018"|"PHYSICAL THERAPY"||"0"||||||"CONTRA COSTA"|02/24/2005|||"                          ."
"140000016"|"SUTTER DELTA MEDICAL CENTER"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"002"|"BASIC EMERGENCY MEDICAL"||"0"||||||"CONTRA COSTA"|02/24/2005|||"                          ."
"140000023"|"BAYBERRY SKILLED NURSING & HEALTHCARE CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"018"|"PHYSICAL THERAPY"||"0"||||||"CONTRA COSTA"|05/01/1986|||"                          ."
"140000034"|"HIGHLAND HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"HOPE CLINIC"|"1"|"HIGHLAND CAMPUS"|"1411 E. 31ST STREET"|"OAKLAND"|"CA"|"94602"|"ALAMEDA"|08/12/2014|-122.231230999999|37.7989|"(-122.231231,37.7989)"
"140000034"|"HIGHLAND HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"RHEUMATOLOGY CLINIC"|"1"|"HIGHLAND WELLNESS OUTPATIENT CLINICS"|"1411 E. 31ST STREET"|"OAKLAND"|"CA"|"94602"|"ALAMEDA"|02/24/2005|-122.231230999999|37.7989|"(-122.231231,37.7989)"
"140000034"|"HIGHLAND HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"INFUSION CENTER"|"1"|"HIGHLAND WELLNESS OUTPATIENT CLINICS"|"1411 E. 31ST STREET"|"OAKLAND"|"CA"|"94602"|"ALAMEDA"|02/24/2005|-122.231230999999|37.7989|"(-122.231231,37.7989)"
"140000034"|"HIGHLAND HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"HEMATOLOGY/ONCOLOGY CLINIC"|"1"|"HIGHLAND WELLNESS OUTPATIENT CLINICS"|"1411 E. 31ST STREET"|"OAKLAND"|"CA"|"94602"|"ALAMEDA"|02/24/2005|-122.231230999999|37.7989|"(-122.231231,37.7989)"
"140000034"|"HIGHLAND HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"PULMONARY CLINIC"|"1"|"HIGHLAND WELLNESS OUTPATIENT CLINICS"|"1411 E. 31ST STREET"|"OAKLAND"|"CA"|"94602"|"ALAMEDA"|02/24/2005|-122.231230999999|37.7989|"(-122.231231,37.7989)"
"140000034"|"HIGHLAND HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"ANTICOAGULATION CLINIC"|"1"|"HIGHLAND WELLNESS OUTPATIENT CLINICS"|"1411 E. 31ST STREET"|"OAKLAND"|"CA"|"94602"|"ALAMEDA"|02/24/2005|-122.231230999999|37.7989|"(-122.231231,37.7989)"
"140000034"|"HIGHLAND HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"ALLERGY-ASTHMA CLINIC"|"1"|"HIGHLAND WELLNESS OUTPATIENT CLINICS"|"1411 E. 31ST STREET"|"OAKLAND"|"CA"|"94602"|"ALAMEDA"|02/24/2005|-122.231230999999|37.7989|"(-122.231231,37.7989)"
"140000034"|"HIGHLAND HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"GASTROENTROLOGY AND ENDOSCOPY"|"1"|"HIGHLAND WELLNESS OUTPATIENT CLINICS"|"1411 E. 31ST STREET"|"OAKLAND"|"CA"|"94602"|"ALAMEDA"|02/24/2005|-122.231230999999|37.7989|"(-122.231231,37.7989)"
"140000034"|"HIGHLAND HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"CARDIOLOGY CLINIC"|"1"|"HIGHLAND WELLNESS OUTPATIENT CLINICS"|"1411 E. 31ST STREET"|"OAKLAND"|"CA"|"94602"|"ALAMEDA"|02/24/2005|-122.231230999999|37.7989|"(-122.231231,37.7989)"
"140000034"|"HIGHLAND HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"SAME DAY CLINIC"|"1"|"HIGHLAND WELLNESS OUTPATIENT CLINIC"|"1411 E. 31ST STREET"|"OAKLAND"|"CA"|"94602"|"ALAMEDA"|02/24/2005|-122.231230999999|37.7989|"(-122.231231,37.7989)"
"140000034"|"HIGHLAND HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"HEPATITIS C CLINIC"|"1"|"HIGHLAND WELLNESS OUTPATIENT CLINICS"|"1411 E. 31ST STREET"|"OAKLAND"|"CA"|"94602"|"ALAMEDA"|02/24/2005|-122.231230999999|37.7989|"(-122.231231,37.7989)"
"140000034"|"HIGHLAND HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"237"|"ELECTIVE PERCUTANEOUS CORONARY INTERVENTION"||"0"||||||"ALAMEDA"|10/12/2017|||"                          ."
"140000034"|"HIGHLAND HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"004"|"CARDIAC CATHETERIZATION LABORATORY SERVICES"||"0"||||||"ALAMEDA"|05/18/2011|||"                          ."
"140000034"|"HIGHLAND HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"235"|"MOBILE UNIT"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"140000034"|"HIGHLAND HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"GENERAL MEDICINE"|"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"140000034"|"HIGHLAND HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"024"|"SOCIAL SERVICES"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"140000034"|"HIGHLAND HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"023"|"RESPIRATORY CARE SERVICES"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"140000034"|"HIGHLAND HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"018"|"PHYSICAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"140000034"|"HIGHLAND HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"140000034"|"HIGHLAND HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"013"|"NUCLEAR MEDICINE"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"140000034"|"HIGHLAND HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"010"|"DENTAL SERVICES"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"140000034"|"HIGHLAND HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"002"|"BASIC EMERGENCY MEDICAL"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"140000041"|"ST ROSE HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"237"|"ELECTIVE PERCUTANEOUS CORONARY INTERVENTION"||"0"||||||"ALAMEDA"|01/12/2016|||"                          ."
"140000041"|"ST ROSE HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"PULMONARY SERVICES"|"1"||"27200 CALAROGA AVENUE"|"HAYWARD"|"CA"|"94545"|"ALAMEDA"|03/23/2011|-122.087901|37.6331199999999|"(-122.087901,37.63312)"
"140000041"|"ST ROSE HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"235"|"MOBILE UNIT"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"140000041"|"ST ROSE HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"235"|"MOBILE UNIT"||"0"|"27200 CALAROGA AVENUE"||"HAYWARD"|"CA"||"ALAMEDA"|02/24/2005|-122.087901|37.6331199999999|"(-122.087901,37.63312)"
"140000041"|"ST ROSE HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"004"|"CARDIAC CATHETERIZATION LABORATORY SERVICES"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"140000041"|"ST ROSE HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"026"|"AUDIOLOGY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"140000041"|"ST ROSE HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"025"|"SPEECH PATHOLOGY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"140000041"|"ST ROSE HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"024"|"SOCIAL SERVICES"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"140000041"|"ST ROSE HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"023"|"RESPIRATORY CARE SERVICES"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"140000041"|"ST ROSE HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"018"|"PHYSICAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"140000041"|"ST ROSE HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"140000041"|"ST ROSE HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"013"|"NUCLEAR MEDICINE"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"140000041"|"ST ROSE HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"010"|"DENTAL SERVICES"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"140000041"|"ST ROSE HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"002"|"BASIC EMERGENCY MEDICAL"||"0"||||||"ALAMEDA"|02/24/2005|||"                          ."
"140000051"|"LA CASA VIA TRANSITIONAL CARE CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"240"|"OUTPATIENT SERVICES"||"0"||||||"CONTRA COSTA"|02/24/2005|||"                          ."
"140000051"|"LA CASA VIA TRANSITIONAL CARE CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"025"|"SPEECH PATHOLOGY"||"0"||||||"CONTRA COSTA"|02/24/2005|||"                          ."
"140000051"|"LA CASA VIA TRANSITIONAL CARE CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"018"|"PHYSICAL THERAPY"||"0"||||||"CONTRA COSTA"|02/24/2005|||"                          ."
"140000051"|"LA CASA VIA TRANSITIONAL CARE CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"CONTRA COSTA"|02/24/2005|||"                          ."
"140000062"|"WINDSOR MANOR REHABILITATION CENTER OF CONCORD"|"SNF"|"SKILLED NURSING FACILITY"|"025"|"SPEECH PATHOLOGY"||"0"||||||"CONTRA COSTA"|02/24/2005|||"                          ."
"140000062"|"WINDSOR MANOR REHABILITATION CENTER OF CONCORD"|"SNF"|"SKILLED NURSING FACILITY"|"018"|"PHYSICAL THERAPY"||"0"||||||"CONTRA COSTA"|02/24/2005|||"                          ."
"140000062"|"WINDSOR MANOR REHABILITATION CENTER OF CONCORD"|"SNF"|"SKILLED NURSING FACILITY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"CONTRA COSTA"|02/24/2005|||"                          ."
"140000078"|"TAMPICO TERRACE CARE CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"240"|"OUTPATIENT SERVICES"||"0"||||||"CONTRA COSTA"|02/24/2005|||"                          ."
"140000078"|"TAMPICO TERRACE CARE CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"018"|"PHYSICAL THERAPY"||"0"||||||"CONTRA COSTA"|02/24/2005|||"                          ."
"140000081"|"MORAGA POST ACUTE"|"SNF"|"SKILLED NURSING FACILITY"|"025"|"SPEECH PATHOLOGY"||"0"||||||"CONTRA COSTA"|02/24/2005|||"                          ."
"140000081"|"MORAGA POST ACUTE"|"SNF"|"SKILLED NURSING FACILITY"|"240"|"OUTPATIENT SERVICES"||"0"||||||"CONTRA COSTA"|02/24/2005|||"                          ."
"140000083"|"WALNUT CREEK SKILLED NURSING & REHABILITATION CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"240"|"OUTPATIENT SERVICES"||"0"||||||"CONTRA COSTA"|02/24/2005|||"                          ."
"140000083"|"WALNUT CREEK SKILLED NURSING & REHABILITATION CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"025"|"SPEECH PATHOLOGY"||"0"||||||"CONTRA COSTA"|02/24/2005|||"                          ."
"140000083"|"WALNUT CREEK SKILLED NURSING & REHABILITATION CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"018"|"PHYSICAL THERAPY"||"0"||||||"CONTRA COSTA"|02/24/2005|||"                          ."
"140000083"|"WALNUT CREEK SKILLED NURSING & REHABILITATION CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"CONTRA COSTA"|02/24/2005|||"                          ."
"140000086"|"PLEASANTON NURSING AND REHABILITATION CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"240"|"OUTPATIENT SERVICES"|"OCCUPATIONAL THERAPY"|"0"||||||"ALAMEDA"|10/26/2006|||"                          ."
"140000086"|"PLEASANTON NURSING AND REHABILITATION CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"240"|"OUTPATIENT SERVICES"|"PHYSICAL THERAPY"|"0"||||||"ALAMEDA"|10/26/2006|||"                          ."
"140000102"|"LEGACY NURSING AND REHABILITATION CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"054"|"SPEECH THERAPY"||"0"||||||"CONTRA COSTA"|03/28/2011|||"                          ."
"140000102"|"LEGACY NURSING AND REHABILITATION CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"014"|"OCCUPATIONAL THERAPY"||"0"||||||"CONTRA COSTA"|03/28/2011|||"                          ."
"140000102"|"LEGACY NURSING AND REHABILITATION CENTER"|"SNF"|"SKILLED NURSING FACILITY"|"018"|"PHYSICAL THERAPY"||"0"||||||"CONTRA COSTA"|03/28/2011|||"                          ."
"140000118"|"WASHINGTON HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"|"PRENATAL DIAGNOSTIC CLINIC"|"1"|"WASHINGTON HOSPITAL PRENATAL DIAGNOSTIC CLINIC"|"1900 MOWRY AVE"|"FREMONT"|"CA"|"94538"|"ALAMEDA"|12/18/2017|-121.979471|37.55839|"(-121.979471,37.55839)"
"140000118"|"WASHINGTON HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"||"1"|"GAMMA KNIFE SUITE"|"2500 MOWRY AVENUE"|"FREMONT"|"CA"|"94538"|"ALAMEDA"|11/30/2016|-121.980241|37.5550799999999|"(-121.980241,37.55508)"
"140000118"|"WASHINGTON HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"240"|"OUTPATIENT SERVICES"||"1"|"EMERGENCY DEPARTMENT OBSERVATION UNIT"|||||"ALAMEDA"|11/16/2014|||"                          ."
"140000118"|"WASHINGTON HOSPITAL"|"GACH"|"GENERAL ACUTE CARE HOSPITAL"|"004"|"CARDIAC CATHETERIZATION LABORATORY SERVICES"||"0"||||||"ALAMEDA"|12/09/2013|||"                          ."
